#原文	読み	文字種	タグ	OrigIdx
源	ゲン+S	KANJI	S	11
回	カイ	KANJI	S	12
復	フク	KANJI	S	13
が	ガ+S	HIRAGANA	S	14
順	ジュン	KANJI	S	15
調	チョー	KANJI	S	16
に	ニ+S	HIRAGANA	S	17
進	スス	KANJI	S	18
ん	ン	HIRAGANA	S	19
で	デ+S	HIRAGANA	S	20
い	イ	HIRAGANA	S	21
る	ル	HIRAGANA	S	22
と	ト+S	HIRAGANA	S	23
し	シ	HIRAGANA	S	24
て	テ	HIRAGANA	S	25
、	、+S	SYMBOL	S	26
来	ライ	KANJI	S	27
年	ネン	KANJI	S	28
度	ド	KANJI	S	29
か	カ	HIRAGANA	S	30
ら	ラ+S	HIRAGANA	S	31
沿	エン	KANJI	S	32
岸	ガン+S	KANJI	S	33
漁	ギョ	KANJI	S	34
業	ギョー	KANJI	S	35
に	ニ+S	HIRAGANA	S	36
お	オ	HIRAGANA	S	37
け	ケ	HIRAGANA	S	38
る	ル+S	HIRAGANA	S	39
漁	ギョ	KANJI	S	40
獲	カク	KANJI	S	41
枠	ワク	KANJI	S	42
を	ヲ+S	HIRAGANA	S	43
段	ダン	KANJI	S	44
階	カイ	KANJI	S	45
的	テキ	KANJI	S	46
に	ニ+S	HIRAGANA	S	47
拡	カク	KANJI	S	48
大	ダイ+S	KANJI	S	49
す	ス	HIRAGANA	S	50
る	ル+S	HIRAGANA	S	51
方	ホー	KANJI	S	52
針	シン	KANJI	S	53
を	ヲ+S	HIRAGANA	S	54
示	シメ	KANJI	S	55
し	シ	HIRAGANA	S	56
、	、+S	SYMBOL	S	57
漁	ギョ	KANJI	S	58
業	ギョー	KANJI	S	59
者	シャ	KANJI	S	60
か	カ	HIRAGANA	S	61
ら	ラ	HIRAGANA	S	62
は	ワ+S	HIRAGANA	S	63
歓	カン	KANJI	S	64
迎	ゲイ	KANJI	S	65
と	ト+S	HIRAGANA	S	66
慎	シン	KANJI	S	67
重	チョー	KANJI	S	68
論	ロン	KANJI	S	69
の	ノ+S	HIRAGANA	S	70
両	リョー	KANJI	S	71
方	ホー	KANJI	S	72
の	ノ+S	HIRAGANA	S	73
声	コエ	KANJI	S	74
が	ガ+S	HIRAGANA	S	75
上	ア	KANJI	S	76
が	ガ	HIRAGANA	S	77
っ	ッ	HIRAGANA	S	78
て	テ+S	HIRAGANA	S	79
い	イ	HIRAGANA	S	80
る	ル	HIRAGANA	S	81
。	。+S	SYMBOL	S	82

国	コク	KANJI	S	0
内	ナイ	KANJI	S	1
の	ノ+S	HIRAGANA	S	2
大	オオ	KANJI	S	3
手	テ+S	KANJI	S	4
通	ツー	KANJI	S	5
信	シン+S	KANJI	S	6
キ	キャ	KATAKANA	B	7
ャ	---	KATAKANA	E	8
リ	リ	KATAKANA	S	9
ア	ア	KATAKANA	S	10
が	ガ+S	HIRAGANA	S	11
次	ジ	KANJI	S	12
世	セ	KANJI	S	13
代	ダイ+S	KANJI	S	14
通	ツー	KANJI	S	15
信	シン+S	KANJI	S	16
規	キ	KANJI	S	17
格	カク	KANJI	S	18
の	ノ+S	HIRAGANA	S	19
商	ショー	KANJI	S	20
用	ヨー+S	KANJI	S	21
サ	サ	KATAKANA	S	22
ー	ー	KATAKANA	S	23
ビ	ビ	KATAKANA	S	24
ス	ス+S	KATAKANA	S	25
エ	エ	KATAKANA	S	26
リ	リ	KATAKANA	S	27
ア	ア	KATAKANA	S	28
を	ヲ+S	HIRAGANA	S	29
来	ライ	KANJI	S	30
年	ネン	KANJI	S	31
度	ド	KANJI	S	32
末	マツ	KANJI	S	33
ま	マ	HIRAGANA	S	34
で	デ	HIRAGANA	S	35
に	ニ+S	HIRAGANA	S	36
全	ゼン	KANJI	S	37
国	コク+S	KANJI	S	38
主	シュ	KANJI	S	39
要	ヨー	KANJI	S	40
都	ト	KANJI	S	41
市	シ	KANJI	S	42
の	ノ+S	HIRAGANA	S	43
九	9	KANJI	S	44
十	0	KANJI	S	45
パ	パ	KATAKANA	S	46
ー	ー	KATAKANA	S	47
セ	セ	KATAKANA	S	48
ン	ン	KATAKANA	S	49
ト	ト+S	KATAKANA	S	50
以	イ	KANJI	S	51
上	ジョー	KANJI	S	52
を	ヲ+S	HIRAGANA	S	53
カ	カ	KATAKANA	S	54
バ	バ	KATAKANA	S	55
ー	ー+S	KATAKANA	S	56
す	ス	HIRAGANA	S	57
る	ル+S	HIRAGANA	S	58
水	スイ	KANJI	S	59
準	ジュン	KANJI	S	60
に	ニ+S	HIRAGANA	S	61
拡	カク	KANJI	S	62
大	ダイ+S	KANJI	S	63
す	ス	HIRAGANA	S	64
る	ル+S	HIRAGANA	S	65
計	ケイ	KANJI	S	66
画	カク	KANJI	S	67
を	ヲ+S	HIRAGANA	S	68
発	ハッ	KANJI	S	69
表	ピョー+S	KANJI	S	70
し	シ	HIRAGANA	S	71
た	タ	HIRAGANA	S	72
。	。+S	SYMBOL	S	73

政	セイ	KANJI	S	0
府	フ	KANJI	S	1
の	ノ+S	HIRAGANA	S	2
感	カン	KANJI	S	3
染	セン	KANJI	S	4
症	ショー+S	KANJI	S	5
対	タイ	KANJI	S	6
策	サク+S	KANJI	S	7
分	ブン	KANJI	S	8
科	カ	KANJI	S	9
会	カイ	KANJI	S	10
は	ワ+S	HIRAGANA	S	11
新	シン	KANJI	S	12
型	ガタ+S	KANJI	S	13
ウ	ウ	KATAKANA	S	14
イ	イ	KATAKANA	S	15
ル	ル	KATAKANA	S	16
ス	ス	KATAKANA	S	17
の	ノ+S	HIRAGANA	S	18
変	ヘン	KANJI	S	19
異	イ	KANJI	S	20
株	カブ	KANJI	S	21
に	ニ+S	HIRAGANA	S	22
つ	ツ	HIRAGANA	S	23
い	イ	HIRAGANA	S	24
て	テ+S	HIRAGANA	S	25
現	ゲン	KANJI	S	26
行	コー+S	KANJI	S	27
ワ	ワ	KATAKANA	S	28
ク	ク	KATAKANA	S	29
チ	チ	KATAKANA	S	30
ン	ン	KATAKANA	S	31
の	ノ+S	HIRAGANA	S	32
有	ユー	KANJI	S	33
効	コー	KANJI	S	34
性	セイ	KANJI	S	35
を	ヲ+S	HIRAGANA	S	36
評	ヒョー	KANJI	S	37
価	カ+S	KANJI	S	38
す	ス	HIRAGANA	S	39
る	ル+S	HIRAGANA	S	40
検	ケン	KANJI	S	41
討	トー	KANJI	S	42
を	ヲ+S	HIRAGANA	S	43
開	カイ	KANJI	S	44
始	シ+S	KANJI	S	45
し	シ	HIRAGANA	S	46
た	タ+S	HIRAGANA	S	47
こ	コ	HIRAGANA	S	48
と	ト	HIRAGANA	S	49
を	ヲ+S	HIRAGANA	S	50
明	アキ	KANJI	S	51
ら	ラ	HIRAGANA	S	52
か	カ	HIRAGANA	S	53
に	ニ+S	HIRAGANA	S	54
し	シ	HIRAGANA	S	55
、	、+S	SYMBOL	S	56
必	ヒツ	KANJI	S	57
要	ヨー	KANJI	S	58
に	ニ+S	HIRAGANA	S	59
応	オー	KANJI	S	60
じ	ジ	HIRAGANA	S	61
て	テ+S	HIRAGANA	S	62
接	セッ	KANJI	S	63
種	シュ+S	KANJI	S	64
計	ケイ	KANJI	S	65
画	カク	KANJI	S	66
の	ノ+S	HIRAGANA	S	67
見	ミ	KANJI	S	68
直	ナオ	KANJI	S	69
し	シ	HIRAGANA	S	70
を	ヲ+S	HIRAGANA	S	71
行	オコナ	KANJI	S	72
う	ウ+S	HIRAGANA	S	73
意	イ	KANJI	S	74
向	コー	KANJI	S	75
を	ヲ+S	HIRAGANA	S	76
示	シメ	KANJI	S	77
し	シ	HIRAGANA	S	78
た	タ	HIRAGANA	S	79
。	。+S	SYMBOL	S	80

財	ザイ	KANJI	S	0
界	カイ	KANJI	S	1
は	ワ+S	HIRAGANA	S	2
二	2	KANJI	S	3
〇	0	OTHER	S	4
三	3	KANJI	S	5
〇	0	OTHER	S	6
年	ネン	KANJI	S	7
ま	マ	HIRAGANA	S	8
で	デ	HIRAGANA	S	9
に	ニ+S	HIRAGANA	S	10
国	コク	KANJI	S	11
内	ナイ	KANJI	S	12
の	ノ+S	HIRAGANA	S	13
電	デン	KANJI	S	14
力	リョク+S	KANJI	S	15
需	ジュ	KANJI	S	16
要	ヨー	KANJI	S	17
の	ノ+S	HIRAGANA	S	18
六	6	KANJI	S	19
割	ワリ	KANJI	S	20
を	ヲ+S	HIRAGANA	S	21
再	サイ	KANJI	S	22
生	セイ+S	KANJI	S	23
可	カ	KANJI	S	24
能	ノー+S	KANJI	S	25
エ	エ	KATAKANA	S	26
ネ	ネ	KATAKANA	S	27
ル	ル	KATAKANA	S	28
ギ	ギ	KATAKANA	S	29
ー	ー	KATAKANA	S	30
で	デ+S	HIRAGANA	S	31
賄	マカナ	KANJI	S	32
う	ウ+S	HIRAGANA	S	33
数	スー	KANJI	S	34
値	チ+S	KANJI	S	35
目	モク	KANJI	S	36
標	ヒョー	KANJI	S	37
を	ヲ+S	HIRAGANA	S	38
業	ギョー	KANJI	S	39
界	カイ+S	KANJI	S	40
団	ダン	KANJI	S	41
体	タイ	KANJI	S	42
と	ト+S	HIRAGANA	S	43
し	シ	HIRAGANA	S	44
て	テ+S	HIRAGANA	S	45
初	ハジ	KANJI	S	46
め	メ	HIRAGANA	S	47
て	テ+S	HIRAGANA	S	48
設	セッ	KANJI	S	49
定	テイ+S	KANJI	S	50
し	シ	HIRAGANA	S	51
、	、+S	SYMBOL	S	52
太	タイ	KANJI	S	53
陽	ヨー	KANJI	S	54
光	コー	KANJI	S	55
・	・	SYMBOL	S	56
洋	ヨー	KANJI	S	57
上	ジョー+S	KANJI	S	58
風	フー	KANJI	S	59
力	リョク	KANJI	S	60
・	・	SYMBOL	S	61
水	スイ	KANJI	S	62
素	ソ	KANJI	S	63
の	ノ+S	HIRAGANA	S	64
三	3	KANJI	S	65
分	ブン	KANJI	S	66
野	ヤ	KANJI	S	67
へ	エ	HIRAGANA	S	68
の	ノ+S	HIRAGANA	S	69
重	ジュー	KANJI	S	70
点	テン+S	KANJI	S	71
投	トー	KANJI	S	72
資	シ	KANJI	S	73
を	ヲ+S	HIRAGANA	S	74
表	ヒョー	KANJI	S	75
明	メイ+S	KANJI	S	76
し	シ	HIRAGANA	S	77
た	タ	HIRAGANA	S	78
。	。+S	SYMBOL	S	79

法	ホー	KANJI	S	0
制	セイ+S	KANJI	S	1
審	シン	KANJI	S	2
議	ギ	KANJI	S	3
会	カイ	KANJI	S	4
は	ワ+S	HIRAGANA	S	5
選	セン	KANJI	S	6
択	タク	KANJI	S	7
的	テキ+S	KANJI	S	8
夫	フー	KANJI	S	9
婦	フ+S	KANJI	S	10
別	ベッ	KANJI	S	11
姓	セイ+S	KANJI	S	12
制	セイ	KANJI	S	13
度	ド	KANJI	S	14
の	ノ+S	HIRAGANA	S	15
導	ドー	KANJI	S	16
入	ニュー	KANJI	S	17
を	ヲ+S	HIRAGANA	S	18
可	カ	KANJI	S	19
能	ノー	KANJI	S	20
と	ト+S	HIRAGANA	S	21
す	ス	HIRAGANA	S	22
る	ル+S	HIRAGANA	S	23
民	ミン	KANJI	S	24
法	ポー+S	KANJI	S	25
改	カイ	KANJI	S	26
正	セイ+S	KANJI	S	27
要	ヨー	KANJI	S	28
綱	コー	KANJI	S	29
を	ヲ+S	HIRAGANA	S	30
答	トー	KANJI	S	31
申	シン+S	KANJI	S	32
し	シ	HIRAGANA	S	33
、	、+S	SYMBOL	S	34
政	セイ	KANJI	S	35
府	フ	KANJI	S	36
は	ワ+S	HIRAGANA	S	37
次	ツギ	KANJI	S	38
の	ノ+S	HIRAGANA	S	39
通	ツー	KANJI	S	40
常	ジョー+S	KANJI	S	41
国	コッ	KANJI	S	42
会	カイ	KANJI	S	43
で	デ	HIRAGANA	S	44
の	ノ+S	HIRAGANA	S	45
改	カイ	KANJI	S	46
正	セイ+S	KANJI	S	47
法	ホー	KANJI	S	48
案	アン+S	KANJI	S	49
提	テイ	KANJI	S	50
出	シュツ	KANJI	S	51
を	ヲ+S	HIRAGANA	S	52
目	メ	KANJI	S	53
指	ザ	KANJI	S	54
し	シ	HIRAGANA	S	55
て	テ+S	HIRAGANA	S	56
省	ショー	KANJI	S	57
庁	チョー	KANJI	S	58
間	カン	KANJI	S	59
の	ノ+S	HIRAGANA	S	60
調	チョー	KANJI	S	61
整	セイ	KANJI	S	62
を	ヲ+S	HIRAGANA	S	63
本	ホン	KANJI	S	64
格	カク	KANJI	S	65
化	カ+S	KANJI	S	66
さ	サ	HIRAGANA	S	67
せ	セ	HIRAGANA	S	68
る	ル+S	HIRAGANA	S	69
こ	コ	HIRAGANA	S	70
と	ト	HIRAGANA	S	71
を	ヲ+S	HIRAGANA	S	72
明	アキ	KANJI	S	73
ら	ラ	HIRAGANA	S	74
か	カ	HIRAGANA	S	75
に	ニ+S	HIRAGANA	S	76
し	シ	HIRAGANA	S	77
た	タ	HIRAGANA	S	78
。	。+S	SYMBOL	S	79

国	コク	KANJI	S	0
際	サイ+S	KANJI	S	1
原	ゲン	KANJI	S	2
子	シ	KANJI	S	3
力	リョク+S	KANJI	S	4
機	キ	KANJI	S	5
関	カン	KANJI	S	6
は	ワ+S	HIRAGANA	S	7
老	ロー	KANJI	S	8
朽	キュー	KANJI	S	9
化	カ+S	KANJI	S	10
し	シ	HIRAGANA	S	11
た	タ+S	HIRAGANA	S	12
原	ゲン	KANJI	S	13
子	シ	KANJI	S	14
力	リョク+S	KANJI	S	15
発	ハツ	KANJI	S	16
電	デン	KANJI	S	17
所	ショ	KANJI	S	18
の	ノ+S	HIRAGANA	S	19
安	アン	KANJI	S	20
全	ゼン+S	KANJI	S	21
基	キ	KANJI	S	22
準	ジュン	KANJI	S	23
を	ヲ+S	HIRAGANA	S	24
見	ミ	KANJI	S	25
直	ナオ	KANJI	S	26
す	ス+S	HIRAGANA	S	27
新	アラ	KANJI	S	28
た	タ	HIRAGANA	S	29
な	ナ+S	HIRAGANA	S	30
勧	カン	KANJI	S	31
告	コク	KANJI	S	32
を	ヲ+S	HIRAGANA	S	33
公	コー	KANJI	S	34
表	ヒョー+S	KANJI	S	35
し	シ	HIRAGANA	S	36
、	、+S	SYMBOL	S	37
加	カ	KANJI	S	38
盟	メイ+S	KANJI	S	39
各	カッ	KANJI	S	40
国	コク	KANJI	S	41
に	ニ+S	HIRAGANA	S	42
対	タイ	KANJI	S	43
し	シ	HIRAGANA	S	44
て	テ+S	HIRAGANA	S	45
設	セッ	KANJI	S	46
計	ケイ+S	KANJI	S	47
寿	ジュ	KANJI	S	48
命	ミョー	KANJI	S	49
を	ヲ+S	HIRAGANA	S	50
超	コ	KANJI	S	51
え	エ	HIRAGANA	S	52
た	タ+S	HIRAGANA	S	53
炉	ロ	KANJI	S	54
の	ノ+S	HIRAGANA	S	55
継	ケイ	KANJI	S	56
続	ゾク+S	KANJI	S	57
稼	カ	KANJI	S	58
働	ドー	KANJI	S	59
に	ニ	HIRAGANA	S	60
は	ワ+S	HIRAGANA	S	61
独	ドク	KANJI	S	62
立	リツ+S	KANJI	S	63
機	キ	KANJI	S	64
関	カン	KANJI	S	65
に	ニ+S	HIRAGANA	S	66
よ	ヨ	HIRAGANA	S	67
る	ル+S	HIRAGANA	S	68
追	ツイ	KANJI	S	69
加	カ+S	KANJI	S	70
審	シン	KANJI	S	71
査	サ	KANJI	S	72
を	ヲ+S	HIRAGANA	S	73
義	ギ	KANJI	S	74
務	ム	KANJI	S	75
付	ヅ	KANJI	S	76
け	ケ	HIRAGANA	S	77
る	ル	HIRAGANA	S	78
よ	ヨ	HIRAGANA	S	79
う	ー+S	HIRAGANA	S	80
求	モト	KANJI	S	81
め	メ	HIRAGANA	S	82
た	タ	HIRAGANA	S	83
。	。+S	SYMBOL	S	84

最	サイ	KANJI	S	0
近	キン	KANJI	S	1
、	、+S	SYMBOL	S	2
職	ショク	KANJI	S	3
場	バ	KANJI	S	4
の	ノ+S	HIRAGANA	S	5
近	チカ	KANJI	S	6
く	ク	HIRAGANA	S	7
に	ニ+S	HIRAGANA	S	8
新	アタラ	KANJI	S	9
し	シ	HIRAGANA	S	10
い	イ+S	HIRAGANA	S	11
カ	カ	KATAKANA	S	12
フ	フェ	KATAKANA	B	13
ェ	---	KATAKANA	E	14
が	ガ+S	HIRAGANA	S	15
で	デ	HIRAGANA	S	16
き	キ	HIRAGANA	S	17
た	タ	HIRAGANA	S	18
の	ノ	HIRAGANA	S	19
で	デ	HIRAGANA	S	20
、	、+S	SYMBOL	S	21
昨	キノー	KANJI	B	23
日	---	KANJI	E	24
の	ノ+S	HIRAGANA	S	26
ラ	ラ	KATAKANA	S	27
ン	ン	KATAKANA	S	28
チ	チ	KATAKANA	S	29
の	ノ+S	HIRAGANA	S	30
と	ト	HIRAGANA	S	31
き	キ	HIRAGANA	S	32
に	ニ+S	HIRAGANA	S	33
同	ドー	KANJI	S	34
僚	リョー	KANJI	S	35
と	ト+S	HIRAGANA	S	36
一	イッ	KANJI	S	37
緒	ショ	KANJI	S	38
に	ニ+S	HIRAGANA	S	39
行	イ	KANJI	S	40
っ	ッ	HIRAGANA	S	41
て	テ+S	HIRAGANA	S	42
み	ミ	HIRAGANA	S	43
た	タ	HIRAGANA	S	44
の	ノ	HIRAGANA	S	45
で	デ	HIRAGANA	S	46
す	ス	HIRAGANA	S	47
が	ガ	HIRAGANA	S	48
、	、+S	SYMBOL	S	49
コ	コ	KATAKANA	S	50
ー	ー	KATAKANA	S	51
ヒ	ヒ	KATAKANA	S	52
ー	ー	KATAKANA	S	53
が	ガ+S	HIRAGANA	S	54
と	ト	HIRAGANA	S	55
て	テ	HIRAGANA	S	56
も	モ+S	HIRAGANA	S	57
お	オ	HIRAGANA	S	58
い	イ	HIRAGANA	S	59
し	シ	HIRAGANA	S	60
く	ク	HIRAGANA	S	61
て	テ+S	HIRAGANA	S	62
雰	フン	KANJI	S	63
囲	イ	KANJI	S	64
気	キ	KANJI	S	65
も	モ+S	HIRAGANA	S	66
よ	ヨ	HIRAGANA	S	67
か	カ	HIRAGANA	S	68
っ	ッ	HIRAGANA	S	69
た	タ	HIRAGANA	S	70
の	ノ	HIRAGANA	S	71
で	デ	HIRAGANA	S	72
、	、+S	SYMBOL	S	73
ま	マ	HIRAGANA	S	74
た	タ+S	HIRAGANA	S	75
近	チカ	KANJI	S	76
い	イ+S	HIRAGANA	S	77
う	ウ	HIRAGANA	S	78
ち	チ	HIRAGANA	S	79
に	ニ+S	HIRAGANA	S	80
行	イ	KANJI	S	81
き	キ	HIRAGANA	S	82
た	タ	HIRAGANA	S	83
い	イ	HIRAGANA	S	84
と	ト+S	HIRAGANA	S	85
思	オモ	KANJI	S	86
っ	ッ	HIRAGANA	S	87
て	テ+S	HIRAGANA	S	88
い	イ	HIRAGANA	S	89
ま	マ	HIRAGANA	S	90
す	ス	HIRAGANA	S	91
。	。+S	SYMBOL	S	92

昨	キノー	KANJI	B	1
日	---	KANJI	E	2
の	ノ+S	HIRAGANA	S	4
夜	ヨル	KANJI	S	5
、	、+S	SYMBOL	S	6
友	トモ	KANJI	S	7
達	ダチ	KANJI	S	8
か	カ	HIRAGANA	S	9
ら	ラ+S	HIRAGANA	S	10
突	トツ	KANJI	S	11
然	ゼン+S	KANJI	S	12
電	デン	KANJI	S	13
話	ワ	KANJI	S	14
が	ガ+S	HIRAGANA	S	15
か	カ	HIRAGANA	S	16
か	カ	HIRAGANA	S	17
っ	ッ	HIRAGANA	S	18
て	テ+S	HIRAGANA	S	19
き	キ	HIRAGANA	S	20
て	テ+S	HIRAGANA	S	21
久	ヒサ	KANJI	S	22
し	シ	HIRAGANA	S	23
ぶ	ブ	HIRAGANA	S	24
り	リ	HIRAGANA	S	25
に	ニ+S	HIRAGANA	S	26
会	ア	KANJI	S	27
お	オ	HIRAGANA	S	28
う	ー	HIRAGANA	S	29
よ	ヨ	HIRAGANA	S	30
っ	ッ	HIRAGANA	S	31
て	テ+S	HIRAGANA	S	32
誘	サソ	KANJI	S	33
わ	ワ	HIRAGANA	S	34
れ	レ	HIRAGANA	S	35
た	タ	HIRAGANA	S	36
の	ノ	HIRAGANA	S	37
で	デ	HIRAGANA	S	38
、	、+S	SYMBOL	S	39
来	ライ	KANJI	S	40
週	シュー	KANJI	S	41
末	マツ	KANJI	S	42
に	ニ+S	HIRAGANA	S	43
駅	エキ	KANJI	S	44
前	マエ	KANJI	S	45
の	ノ+S	HIRAGANA	S	46
カ	カ	KATAKANA	S	47
フ	フェ	KATAKANA	B	48
ェ	---	KATAKANA	E	49
で	デ+S	HIRAGANA	S	50
会	ア	KANJI	S	51
う	ウ+S	HIRAGANA	S	52
約	ヤク	KANJI	S	53
束	ソク	KANJI	S	54
を	ヲ+S	HIRAGANA	S	55
し	シ	HIRAGANA	S	56
て	テ	HIRAGANA	S	57
、	、+S	SYMBOL	S	58
今	イマ	KANJI	S	59
か	カ	HIRAGANA	S	60
ら	ラ+S	HIRAGANA	S	61
と	ト	HIRAGANA	S	62
て	テ	HIRAGANA	S	63
も	モ+S	HIRAGANA	S	64
楽	タノ	KANJI	S	65
し	シ	HIRAGANA	S	66
み	ミ	HIRAGANA	S	67
に	ニ+S	HIRAGANA	S	68
し	シ	HIRAGANA	S	69
て	テ+S	HIRAGANA	S	70
い	イ	HIRAGANA	S	71
ま	マ	HIRAGANA	S	72
す	ス	HIRAGANA	S	73
。	。+S	SYMBOL	S	74

先	セン	KANJI	S	0
週	シュー	KANJI	S	1
末	マツ	KANJI	S	2
に	ニ+S	HIRAGANA	S	3
家	カ	KANJI	S	4
族	ゾク+S	KANJI	S	5
み	ミ	HIRAGANA	S	6
ん	ン	HIRAGANA	S	7
な	ナ	HIRAGANA	S	8
で	デ+S	HIRAGANA	S	9
近	チカ	KANJI	S	10
く	ク	HIRAGANA	S	11
の	ノ+S	HIRAGANA	S	12
公	コー	KANJI	S	13
園	エン	KANJI	S	14
へ	エ+S	HIRAGANA	S	15
ピ	ピ	KATAKANA	S	16
ク	ク	KATAKANA	S	17
ニ	ニ	KATAKANA	S	18
ッ	ッ	KATAKANA	S	19
ク	ク	KATAKANA	S	20
に	ニ+S	HIRAGANA	S	21
行	イ	KANJI	S	22
っ	ッ	HIRAGANA	S	23
て	テ+S	HIRAGANA	S	24
き	キ	HIRAGANA	S	25
た	タ	HIRAGANA	S	26
の	ノ	HIRAGANA	S	27
で	デ	HIRAGANA	S	28
す	ス	HIRAGANA	S	29
が	ガ	HIRAGANA	S	30
、	、+S	SYMBOL	S	31
天	テン	KANJI	S	32
気	キ	KANJI	S	33
も	モ+S	HIRAGANA	S	34
よ	ヨ	HIRAGANA	S	35
く	ク	HIRAGANA	S	36
て	テ+S	HIRAGANA	S	37
と	ト	HIRAGANA	S	38
て	テ	HIRAGANA	S	39
も	モ+S	HIRAGANA	S	40
気	キ	KANJI	S	41
持	モ	KANJI	S	42
ち	チ+S	HIRAGANA	S	43
よ	ヨ	HIRAGANA	S	44
か	カ	HIRAGANA	S	45
っ	ッ	HIRAGANA	S	46
た	タ	HIRAGANA	S	47
し	シ	HIRAGANA	S	48
、	、+S	SYMBOL	S	49
子	コ	KANJI	S	50
供	ドモ	KANJI	S	51
た	タ	HIRAGANA	S	52
ち	チ	HIRAGANA	S	53
も	モ+S	HIRAGANA	S	54
楽	タノ	KANJI	S	55
し	シ	HIRAGANA	S	56
そ	ソ	HIRAGANA	S	57
う	ー	HIRAGANA	S	58
に	ニ+S	HIRAGANA	S	59
し	シ	HIRAGANA	S	60
て	テ+S	HIRAGANA	S	61
い	イ	HIRAGANA	S	62
た	タ	HIRAGANA	S	63
の	ノ	HIRAGANA	S	64
で	デ	HIRAGANA	S	65
、	、+S	SYMBOL	S	66
ま	マ	HIRAGANA	S	67
た	タ+S	HIRAGANA	S	68
行	イ	KANJI	S	69
こ	コ	HIRAGANA	S	70
う	ー	HIRAGANA	S	71
と	ト+S	HIRAGANA	S	72
話	ハナ	KANJI	S	73
し	シ	HIRAGANA	S	74
て	テ+S	HIRAGANA	S	75
い	イ	HIRAGANA	S	76
ま	マ	HIRAGANA	S	77
す	ス	HIRAGANA	S	78
。	。+S	SYMBOL	S	79

最	サイ	KANJI	S	0
近	キン+S	KANJI	S	1
読	ヨ	KANJI	S	2
ん	ン	HIRAGANA	S	3
だ	ダ+S	HIRAGANA	S	4
本	ホン	KANJI	S	5
の	ノ+S	HIRAGANA	S	6
中	ナカ	KANJI	S	7
に	ニ+S	HIRAGANA	S	8
と	ト	HIRAGANA	S	9
て	テ	HIRAGANA	S	10
も	モ+S	HIRAGANA	S	11
心	ココロ	KANJI	S	12
に	ニ+S	HIRAGANA	S	13
響	ヒビ	KANJI	S	14
く	ク+S	HIRAGANA	S	15
言	コト	KANJI	S	16
葉	バ	KANJI	S	17
が	ガ+S	HIRAGANA	S	18
あ	ア	HIRAGANA	S	19
っ	ッ	HIRAGANA	S	20
て	テ	HIRAGANA	S	21
、	、+S	SYMBOL	S	22
そ	ソ	HIRAGANA	S	23
の	ノ+S	HIRAGANA	S	24
文	ブン	KANJI	S	25
章	ショー	KANJI	S	26
を	ヲ+S	HIRAGANA	S	27
手	テ	KANJI	S	28
帳	チョー	KANJI	S	29
に	ニ+S	HIRAGANA	S	30
書	カ	KANJI	S	31
き	キ	HIRAGANA	S	32
留	ト	KANJI	S	33
め	メ	HIRAGANA	S	34
て	テ+S	HIRAGANA	S	35
お	オ	HIRAGANA	S	36
い	イ	HIRAGANA	S	37
た	タ	HIRAGANA	S	38
の	ノ	HIRAGANA	S	39
で	デ	HIRAGANA	S	40
す	ス	HIRAGANA	S	41
が	ガ	HIRAGANA	S	42
、	、+S	SYMBOL	S	43
つ	ツ	HIRAGANA	S	44
ら	ラ	HIRAGANA	S	45
い	イ+S	HIRAGANA	S	46
と	ト	HIRAGANA	S	47
き	キ	HIRAGANA	S	48
に	ニ+S	HIRAGANA	S	49
読	ヨ	KANJI	S	50
み	ミ	HIRAGANA	S	51
返	カエ	KANJI	S	52
す	ス	HIRAGANA	S	53
と	ト+S	HIRAGANA	S	54
気	キ	KANJI	S	55
持	モ	KANJI	S	56
ち	チ	HIRAGANA	S	57
が	ガ+S	HIRAGANA	S	58
少	スコ	KANJI	S	59
し	シ	HIRAGANA	S	60
楽	ラク	KANJI	S	61
に	ニ+S	HIRAGANA	S	62
な	ナ	HIRAGANA	S	63
る	ル	HIRAGANA	S	64
よ	ヨ	HIRAGANA	S	65
う	ー	HIRAGANA	S	66
な	ナ+S	HIRAGANA	S	67
気	キ	KANJI	S	68
が	ガ+S	HIRAGANA	S	69
し	シ	HIRAGANA	S	70
て	テ+S	HIRAGANA	S	71
い	イ	HIRAGANA	S	72
ま	マ	HIRAGANA	S	73
す	ス	HIRAGANA	S	74
。	。+S	SYMBOL	S	75

来	ライ	KANJI	S	0
月	ゲツ	KANJI	S	1
か	カ	HIRAGANA	S	2
ら	ラ+S	HIRAGANA	S	3
新	アタラ	KANJI	S	4
し	シ	HIRAGANA	S	5
い	イ+S	HIRAGANA	S	6
部	ブ	KANJI	S	7
署	ショ	KANJI	S	8
に	ニ+S	HIRAGANA	S	9
異	イ	KANJI	S	10
動	ドー+S	KANJI	S	11
す	ス	HIRAGANA	S	12
る	ル+S	HIRAGANA	S	13
こ	コ	HIRAGANA	S	14
と	ト	HIRAGANA	S	15
に	ニ+S	HIRAGANA	S	16
な	ナ	HIRAGANA	S	17
っ	ッ	HIRAGANA	S	18
た	タ	HIRAGANA	S	19
の	ノ	HIRAGANA	S	20
で	デ	HIRAGANA	S	21
す	ス	HIRAGANA	S	22
が	ガ	HIRAGANA	S	23
、	、+S	SYMBOL	S	24
今	イマ	KANJI	S	25
の	ノ+S	HIRAGANA	S	26
仕	シ	KANJI	S	27
事	ゴト	KANJI	S	28
