#原文	読み	文字種	OrigIdx
？	_	CharType.SYMBOL_STOP	6
め	メ	CharType.HIRAGANA	7
っ	ッ	CharType.HIRAGANA	8
ち	チャ	CharType.HIRAGANA	9
ゃ	---+S	CharType.HIRAGANA	10
混	コ	CharType.KANJI	11
ん	ン	CharType.HIRAGANA	12
で	デ	CharType.HIRAGANA	13
た	タ	CharType.HIRAGANA	14
よ	ヨ	CharType.HIRAGANA	15
。	_	CharType.SYMBOL_STOP	16
駅	エキ	CharType.KANJI	17
も	モ+S	CharType.HIRAGANA	18
バ	バ	CharType.KATAKANA	19
ス	ス	CharType.KATAKANA	20
も	モ+S	CharType.HIRAGANA	21
満	マン	CharType.KANJI	22
員	イン	CharType.KANJI	23
だ	ダ	CharType.HIRAGANA	24
っ	ッ	CharType.HIRAGANA	25
た	タ	CharType.HIRAGANA	26
ね	ネ	CharType.HIRAGANA	27
。	_	CharType.SYMBOL_STOP	28

こ	コ	CharType.HIRAGANA	0
の	ノ+S	CharType.HIRAGANA	1
本	ホン	CharType.KANJI	2
の	ノ+S	CharType.HIRAGANA	3
ス	ス	CharType.KATAKANA	4
ト	ト	CharType.KATAKANA	5
ー	ー	CharType.KATAKANA	6
リ	リ	CharType.KATAKANA	7
ー	ー+S	CharType.KATAKANA	8
ど	ド	CharType.HIRAGANA	9
う	ー	CharType.HIRAGANA	10
？	_	CharType.SYMBOL_STOP	11
す	ス	CharType.HIRAGANA	12
ご	ゴ	CharType.HIRAGANA	13
く	ク+S	CharType.HIRAGANA	14
面	オモ	CharType.KANJI	15
白	シロ	CharType.KANJI	16
い	イ	CharType.HIRAGANA	17
ね	ネ	CharType.HIRAGANA	18
。	_	CharType.SYMBOL_STOP	19
ペ	ペ	CharType.KATAKANA	20
ー	ー	CharType.KATAKANA	21
ジ	ジ	CharType.KATAKANA	22
を	ヲ+S	CharType.HIRAGANA	23
め	メ	CharType.HIRAGANA	24
く	ク	CharType.HIRAGANA	25
る	ル	CharType.HIRAGANA	26
の	ノ	CharType.HIRAGANA	27
が	ガ+S	CharType.HIRAGANA	28
止	ト	CharType.KANJI	29
ま	マ	CharType.HIRAGANA	30
ら	ラ	CharType.HIRAGANA	31
な	ナ	CharType.HIRAGANA	32
い	イ	CharType.HIRAGANA	33
よ	ヨ	CharType.HIRAGANA	34
。	_	CharType.SYMBOL_STOP	35

親	オヤ	CharType.KANJI	0
に	ニ	CharType.HIRAGANA	1
は	ワ+S	CharType.HIRAGANA	2
報	ホー	CharType.KANJI	3
告	コク+S	CharType.KANJI	4
し	シ	CharType.HIRAGANA	5
た	タ	CharType.HIRAGANA	6
？	_	CharType.SYMBOL_STOP	7
あ	ア	CharType.HIRAGANA	8
、	_	CharType.SYMBOL_PAUSE	9
ま	マ	CharType.HIRAGANA	10
だ	ダ	CharType.HIRAGANA	11
な	ナ	CharType.HIRAGANA	12
ん	ン	CharType.HIRAGANA	13
だ	ダ	CharType.HIRAGANA	14
。	_	CharType.SYMBOL_STOP	15
そ	ソ	CharType.HIRAGANA	16
ろ	ロ	CharType.HIRAGANA	17
そ	ソ	CharType.HIRAGANA	18
ろ	ロ+S	CharType.HIRAGANA	19
話	ハナ	CharType.KANJI	20
さ	サ	CharType.HIRAGANA	21
な	ナ	CharType.HIRAGANA	22
い	イ	CharType.HIRAGANA	23
と	ト+S	CharType.HIRAGANA	24
い	イ	CharType.HIRAGANA	25
け	ケ	CharType.HIRAGANA	26
な	ナ	CharType.HIRAGANA	27
い	イ	CharType.HIRAGANA	28
な	ナ	CharType.HIRAGANA	29
。	_	CharType.SYMBOL_STOP	30

週	シュー	CharType.KANJI	0
末	マツ	CharType.KANJI	1
の	ノ+S	CharType.HIRAGANA	2
バ	バ	CharType.KATAKANA	3
ー	ー	CharType.KATAKANA	4
ベ	ベ	CharType.KATAKANA	5
キ	キュ	CharType.KATAKANA	6
ュ	---	CharType.KATAKANA	7
ー	ー+S	CharType.KATAKANA	8
参	サン	CharType.KANJI	9
加	カ+S	CharType.KANJI	10
す	ス	CharType.HIRAGANA	11
る	ル	CharType.HIRAGANA	12
？	_	CharType.SYMBOL_STOP	13
行	イ	CharType.KANJI	14
く	ク+S	CharType.HIRAGANA	15
つ	ツ	CharType.HIRAGANA	16
も	モ	CharType.HIRAGANA	17
り	リ	CharType.HIRAGANA	18
だ	ダ	CharType.HIRAGANA	19
よ	ヨ	CharType.HIRAGANA	20
。	_	CharType.SYMBOL_STOP	21
誰	ダレ	CharType.KANJI	22
が	ガ+S	CharType.HIRAGANA	23
来	ク	CharType.KANJI	24
る	ル	CharType.HIRAGANA	25
の	ノ	CharType.HIRAGANA	26
？	_	CharType.SYMBOL_STOP	27

こ	コ	CharType.HIRAGANA	0
の	ノ+S	CharType.HIRAGANA	1
ド	ド	CharType.KATAKANA	2
レ	レ	CharType.KATAKANA	3
ス	ス+S	CharType.KATAKANA	4
似	ニ	CharType.KANJI	5
合	ア	CharType.KANJI	6
っ	ッ	CharType.HIRAGANA	7
て	テ	CharType.HIRAGANA	8
る	ル	CharType.HIRAGANA	9
？	_	CharType.SYMBOL_STOP	10
あ	ア	CharType.HIRAGANA	11
り	リ	CharType.HIRAGANA	12
が	ガ	CharType.HIRAGANA	13
と	ト	CharType.HIRAGANA	14
う	ー	CharType.HIRAGANA	15
！	_	CharType.SYMBOL_STOP	16
新	アタラ	CharType.KANJI	17
し	シ	CharType.HIRAGANA	18
く	ク+S	CharType.HIRAGANA	19
買	カ	CharType.KANJI	20
っ	ッ	CharType.HIRAGANA	21
た	タ	CharType.HIRAGANA	22
ん	ン	CharType.HIRAGANA	23
だ	ダ	CharType.HIRAGANA	24
。	_	CharType.SYMBOL_STOP	25
試	タメ	CharType.KANJI	26
し	シ	CharType.HIRAGANA	27
に	ニ+S	CharType.HIRAGANA	28
着	キ	CharType.KANJI	29
て	テ+S	CharType.HIRAGANA	30
み	ミ	CharType.HIRAGANA	31
た	タ	CharType.HIRAGANA	32
ん	ン	CharType.HIRAGANA	33
だ	ダ	CharType.HIRAGANA	34
け	ケ	CharType.HIRAGANA	35
ど	ド	CharType.HIRAGANA	36
、	_	CharType.SYMBOL_PAUSE	37
ど	ド	CharType.HIRAGANA	38
う	ー+S	CharType.HIRAGANA	39
思	オモ	CharType.KANJI	40
う	ウ	CharType.HIRAGANA	41
？	_	CharType.SYMBOL_STOP	42

朝	アサ+S	CharType.KANJI	0
ジ	ジョ	CharType.KATAKANA	1
ョ	---	CharType.KATAKANA	2
ギ	ギ	CharType.KATAKANA	3
ン	ン	CharType.KATAKANA	4
グ	グ+S	CharType.KATAKANA	5
し	シ	CharType.HIRAGANA	6
た	タ	CharType.HIRAGANA	7
？	_	CharType.SYMBOL_STOP	8
今	キョー	CharType.KANJI	10
日	---	CharType.KANJI	11
も	モ+S	CharType.HIRAGANA	13
走	ハシ	CharType.KANJI	14
っ	ッ	CharType.HIRAGANA	15
て	テ+S	CharType.HIRAGANA	16
き	キ	CharType.HIRAGANA	17
た	タ	CharType.HIRAGANA	18
よ	ヨ	CharType.HIRAGANA	19
。	_	CharType.SYMBOL_STOP	20
天	テン	CharType.KANJI	21
気	キ	CharType.KANJI	22
も	モ+S	CharType.HIRAGANA	23
良	ヨ	CharType.KANJI	24
か	カ	CharType.HIRAGANA	25
っ	ッ	CharType.HIRAGANA	26
た	タ	CharType.HIRAGANA	27
し	シ	CharType.HIRAGANA	28
ね	ネ	CharType.HIRAGANA	29
。	_	CharType.SYMBOL_STOP	30

そ	ソ	CharType.HIRAGANA	0
の	ノ+S	CharType.HIRAGANA	1
映	エイ	CharType.KANJI	2
画	ガ	CharType.KANJI	3
館	カン+S	CharType.KANJI	4
新	アタラ	CharType.KANJI	5
し	シ	CharType.HIRAGANA	6
く	ク+S	CharType.HIRAGANA	7
な	ナ	CharType.HIRAGANA	8
い	イ	CharType.HIRAGANA	9
？	_	CharType.SYMBOL_STOP	10
す	ス	CharType.HIRAGANA	11
ご	ゴ	CharType.HIRAGANA	12
く	ク+S	CharType.HIRAGANA	13
新	アタラ	CharType.KANJI	14
し	シ	CharType.HIRAGANA	15
い	イ	CharType.HIRAGANA	16
ん	ン	CharType.HIRAGANA	17
だ	ダ	CharType.HIRAGANA	18
。	_	CharType.SYMBOL_STOP	19
設	セツ	CharType.KANJI	20
備	ビ	CharType.KANJI	21
も	モ+S	CharType.HIRAGANA	22
最	サイ	CharType.KANJI	23
新	シン	CharType.KANJI	24
だ	ダ	CharType.HIRAGANA	25
か	カ	CharType.HIRAGANA	26
ら	ラ+S	CharType.HIRAGANA	27
い	イ	CharType.HIRAGANA	28
い	イ	CharType.HIRAGANA	29
よ	ヨ	CharType.HIRAGANA	30
。	_	CharType.SYMBOL_STOP	31

今	キョー	CharType.KANJI	1
日	---	CharType.KANJI	2
の	ノ+S	CharType.HIRAGANA	4
天	テン	CharType.KANJI	5
気	キ	CharType.KANJI	6
は	ワ+S	CharType.HIRAGANA	7
晴	ハ	CharType.KANJI	8
れ	レ	CharType.HIRAGANA	9
で	デ	CharType.HIRAGANA	10
す	ス	CharType.HIRAGANA	11
。	_	CharType.SYMBOL_STOP	12
明	アス	CharType.KANJI	14
日	---	CharType.KANJI	15
は	ワ+S	CharType.HIRAGANA	17
曇	クモ	CharType.KANJI	18
る	ル+S	CharType.HIRAGANA	19
予	ヨ	CharType.KANJI	20
報	ホー	CharType.KANJI	21
で	デ	CharType.HIRAGANA	22
す	ス	CharType.HIRAGANA	23
。	_	CharType.SYMBOL_STOP	24

来	ライ	CharType.KANJI	0
週	シュー	CharType.KANJI	1
は	ワ+S	CharType.HIRAGANA	2
雨	アメ	CharType.KANJI	3
が	ガ+S	CharType.HIRAGANA	4
降	フ	CharType.KANJI	5
る	ル+S	CharType.HIRAGANA	6
可	カ	CharType.KANJI	7
能	ノー	CharType.KANJI	8
性	セイ	CharType.KANJI	9
が	ガ+S	CharType.HIRAGANA	10
あ	ア	CharType.HIRAGANA	11
り	リ	CharType.HIRAGANA	12
ま	マ	CharType.HIRAGANA	13
す	ス	CharType.HIRAGANA	14
の	ノ	CharType.HIRAGANA	15
で	デ	CharType.HIRAGANA	16
、	_	CharType.SYMBOL_PAUSE	17
傘	カサ	CharType.KANJI	18
を	ヲ+S	CharType.HIRAGANA	19
持	モ	CharType.KANJI	20
っ	ッ	CharType.HIRAGANA	21
て	テ+S	CharType.HIRAGANA	22
出	デ	CharType.KANJI	23
か	カ	CharType.HIRAGANA	24
け	ケ	CharType.HIRAGANA	25
る	ル+S	CharType.HIRAGANA	26
こ	コ	CharType.HIRAGANA	27
と	ト	CharType.HIRAGANA	28
を	ヲ+S	CharType.HIRAGANA	29
お	オ	CharType.HIRAGANA	30
す	ス	CharType.HIRAGANA	31
す	ス	CharType.HIRAGANA	32
め	メ+S	CharType.HIRAGANA	33
し	シ	CharType.HIRAGANA	34
ま	マ	CharType.HIRAGANA	35
す	ス	CharType.HIRAGANA	36
。	_	CharType.SYMBOL_STOP	37

日	ニ	CharType.KANJI	0
本	ホン	CharType.KANJI	1
語	ゴ+S	CharType.KANJI	2
入	ニュー	CharType.KANJI	3
力	リョク+S	CharType.KANJI	4
シ	シ	CharType.KATAKANA	5
ス	ス	CharType.KATAKANA	6
テ	テ	CharType.KATAKANA	7
ム	ム	CharType.KATAKANA	8
は	ワ	CharType.HIRAGANA	9
、	_	CharType.SYMBOL_PAUSE	10
一	1	CharType.JAPANESE_NUMERIC	11
九	9	CharType.JAPANESE_NUMERIC	12
八	8	CharType.JAPANESE_NUMERIC	13
〇	0	CharType.JAPANESE_NUMERIC	14
年	ネン	CharType.KANJI	15
代	ダイ	CharType.KANJI	16
の	ノ+S	CharType.HIRAGANA	17
初	ハジ	CharType.KANJI	18
め	メ	CharType.HIRAGANA	19
に	ニ+S	CharType.HIRAGANA	20
開	カイ	CharType.KANJI	21
発	ハツ+S	CharType.KANJI	22
さ	サ	CharType.HIRAGANA	23
れ	レ	CharType.HIRAGANA	24
ま	マ	CharType.HIRAGANA	25
し	シ	CharType.HIRAGANA	26
た	タ	CharType.HIRAGANA	27
。	_	CharType.SYMBOL_STOP	28
現	ゲン	CharType.KANJI	29
在	ザイ	CharType.KANJI	30
で	デ	CharType.HIRAGANA	31
は	ワ	CharType.HIRAGANA	32
、	_	CharType.SYMBOL_PAUSE	33
様	サマ	CharType.KANJI	34
々	ザマ	CharType.OTHER	35
な	ナ+S	CharType.HIRAGANA	36
日	ニ	CharType.KANJI	37
本	ホン	CharType.KANJI	38
語	ゴ+S	CharType.KANJI	39
入	ニュー	CharType.KANJI	40
力	リョク+S	CharType.KANJI	41
シ	シ	CharType.KATAKANA	42
ス	ス	CharType.KATAKANA	43
テ	テ	CharType.KATAKANA	44
ム	ム	CharType.KATAKANA	45
が	ガ+S	CharType.HIRAGANA	46
利	リ	CharType.KANJI	47
用	ヨー+S	CharType.KANJI	48
さ	サ	CharType.HIRAGANA	49
れ	レ	CharType.HIRAGANA	50
て	テ+S	CharType.HIRAGANA	51
い	イ	CharType.HIRAGANA	52
ま	マ	CharType.HIRAGANA	53
す	ス	CharType.HIRAGANA	54

ユ	ユ	CharType.KATAKANA	0
ー	ー	CharType.KATAKANA	1
ザ	ザ	CharType.KATAKANA	2
ー	ー	CharType.KATAKANA	3
が	ガ+S	CharType.HIRAGANA	4
ロ	ロ	CharType.KATAKANA	5
ー	ー	CharType.KATAKANA	6
マ	マ	CharType.KATAKANA	7
字	ジ	CharType.KANJI	8
や	ヤ+S	CharType.HIRAGANA	9
カ	カ	CharType.KATAKANA	10
タ	タ	CharType.KATAKANA	11
カ	カ	CharType.KATAKANA	12
ナ	ナ	CharType.KATAKANA	13
を	ヲ+S	CharType.HIRAGANA	14
入	ニュー	CharType.KANJI	15
力	リョク+S	CharType.KANJI	16
す	ス	CharType.HIRAGANA	17
る	ル	CharType.HIRAGANA	18
と	ト	CharType.HIRAGANA	19
、	_	CharType.SYMBOL_PAUSE	20
そ	ソ	CharType.HIRAGANA	21
れ	レ	CharType.HIRAGANA	22
を	ヲ+S	CharType.HIRAGANA	23
漢	カン	CharType.KANJI	24
字	ジ	CharType.KANJI	25
や	ヤ+S	CharType.HIRAGANA	26
ひ	ヒ	CharType.HIRAGANA	27
ら	ラ	CharType.HIRAGANA	28
が	ガ	CharType.HIRAGANA	29
な	ナ	CharType.HIRAGANA	30
に	ニ+S	CharType.HIRAGANA	31
変	ヘン	CharType.KANJI	32
換	カン+S	CharType.KANJI	33
す	ス	CharType.HIRAGANA	34
る	ル+S	CharType.HIRAGANA	35
機	キ	CharType.KANJI	36
能	ノー	CharType.KANJI	37
を	ヲ+S	CharType.HIRAGANA	38
持	モ	CharType.KANJI	39
っ	ッ	CharType.HIRAGANA	40
て	テ+S	CharType.HIRAGANA	41
い	イ	CharType.HIRAGANA	42
ま	マ	CharType.HIRAGANA	43
す	ス	CharType.HIRAGANA	44
。	_	CharType.SYMBOL_STOP	45
こ	コ	CharType.HIRAGANA	46
れ	レ	CharType.HIRAGANA	47
に	ニ+S	CharType.HIRAGANA	48
よ	ヨ	CharType.HIRAGANA	49
り	リ	CharType.HIRAGANA	50
、	_	CharType.SYMBOL_PAUSE	51
ユ	ユ	CharType.KATAKANA	52
ー	ー	CharType.KATAKANA	53
ザ	ザ	CharType.KATAKANA	54
ー	ー	CharType.KATAKANA	55
は	ワ+S	CharType.HIRAGANA	56
効	コー	CharType.KANJI	57
率	リツ	CharType.KANJI	58
的	テキ	CharType.KANJI	59
に	ニ+S	CharType.HIRAGANA	60
日	ニ	CharType.KANJI	61
本	ホン	CharType.KANJI	62
語	ゴ	CharType.KANJI	63
を	ヲ+S	CharType.HIRAGANA	64
入	ニュー	CharType.KANJI	65
力	リョク+S	CharType.KANJI	66
す	ス	CharType.HIRAGANA	67
る	ル+S	CharType.HIRAGANA	68
こ	コ	CharType.HIRAGANA	69
と	ト	CharType.HIRAGANA	70
が	ガ+S	CharType.HIRAGANA	71
で	デ	CharType.HIRAGANA	72
き	キ	CharType.HIRAGANA	73
ま	マ	CharType.HIRAGANA	74
す	ス	CharType.HIRAGANA	75
。	_	CharType.SYMBOL_STOP	76

こ	コ	CharType.HIRAGANA	0
の	ノ+S	CharType.HIRAGANA	1
ス	ス	CharType.KATAKANA	2
ー	ー	CharType.KATAKANA	3
プ	プ+S	CharType.KATAKANA	4
塩	シオ	CharType.KANJI	5
辛	カラ	CharType.KANJI	6
く	ク+S	CharType.HIRAGANA	7
な	ナ	CharType.HIRAGANA	8
い	イ	CharType.HIRAGANA	9
？	_	CharType.SYMBOL_STOP	10
大	ダイ	CharType.KANJI	11
丈	ジョー	CharType.KANJI	12
夫	ブ	CharType.KANJI	13
だ	ダ	CharType.HIRAGANA	14
よ	ヨ	CharType.HIRAGANA	15
。	_	CharType.SYMBOL_STOP	16
ち	チョ	CharType.HIRAGANA	17
ょ	---	CharType.HIRAGANA	18
う	ー	CharType.HIRAGANA	19
ど	ド+S	CharType.HIRAGANA	20
い	イ	CharType.HIRAGANA	21
い	イ+S	CharType.HIRAGANA	22
味	アジ	CharType.KANJI	23
だ	ダ	CharType.HIRAGANA	24
と	ト+S	CharType.HIRAGANA	25
思	オモ	CharType.KANJI	26
う	ウ	CharType.HIRAGANA	27
よ	ヨ	CharType.HIRAGANA	28
。	_	CharType.SYMBOL_STOP	29

い	イ	CharType.HIRAGANA	0
ま	マ+S	CharType.HIRAGANA	1
忙	イソガ	CharType.KANJI	2
し	シ	CharType.HIRAGANA	3
い	イ	CharType.HIRAGANA	4
？	_	CharType.SYMBOL_STOP	5
少	スコ	CharType.KANJI	6
し	シ+S	CharType.HIRAGANA	7
忙	イソガ	CharType.KANJI	8
し	シ	CharType.HIRAGANA	9
い	イ	CharType.HIRAGANA	10
け	ケ	CharType.HIRAGANA	11
ど	ド	CharType.HIRAGANA	12
、	_	CharType.SYMBOL_PAUSE	13
手	テ	CharType.KANJI	14
伝	ツダ	CharType.KANJI	15
え	エ	CharType.HIRAGANA	16
る	ル+S	CharType.HIRAGANA	17
こ	コ	CharType.HIRAGANA	18
と	ト	CharType.HIRAGANA	19
は	ワ+S	CharType.HIRAGANA	20
あ	ア	CharType.HIRAGANA	21
る	ル	CharType.HIRAGANA	22
か	カ	CharType.HIRAGANA	23
な	ナ	CharType.HIRAGANA	24
。	_	CharType.SYMBOL_STOP	25

そ	ソ	CharType.HIRAGANA	0
の	ノ+S	CharType.HIRAGANA	1
ペ	ペ	CharType.KATAKANA	2
ン	ン+S	CharType.KATAKANA	3
使	ツカ	CharType.KANJI	4
い	イ	CharType.HIRAGANA	5
や	ヤ	CharType.HIRAGANA	6
す	ス	CharType.HIRAGANA	7
い	イ	CharType.HIRAGANA	8
？	_	CharType.SYMBOL_STOP	9
ほ	ホ	CharType.HIRAGANA	10
ん	ン	CharType.HIRAGANA	11
と	ト	CharType.HIRAGANA	12
に	ニ+S	CharType.HIRAGANA	13
使	ツカ	CharType.KANJI	14
い	イ	CharType.HIRAGANA	15
や	ヤ	CharType.HIRAGANA	16
す	ス	CharType.HIRAGANA	17
い	イ	CharType.HIRAGANA	18
よ	ヨ	CharType.HIRAGANA	19
！	_	CharType.SYMBOL_STOP	20
字	ジ	CharType.KANJI	21
も	モ+S	CharType.HIRAGANA	22
書	カ	CharType.KANJI	23
き	キ	CharType.HIRAGANA	24
や	ヤ	CharType.HIRAGANA	25
す	ス	CharType.HIRAGANA	26
い	イ	CharType.HIRAGANA	27
ん	ン	CharType.HIRAGANA	28
だ	ダ	CharType.HIRAGANA	29
。	_	CharType.SYMBOL_STOP	30

昨	キノー	CharType.KANJI	1
日	---+S	CharType.KANJI	2
寝	ネ	CharType.KANJI	4
た	タ	CharType.HIRAGANA	5
？	_	CharType.SYMBOL_STOP	6
ち	チャ	CharType.HIRAGANA	7
ゃ	---	CharType.HIRAGANA	8
ん	ン	CharType.HIRAGANA	9
と	ト+S	CharType.HIRAGANA	10
寝	ネ	CharType.KANJI	11
た	タ	CharType.HIRAGANA	12
よ	ヨ	CharType.HIRAGANA	13
。	_	CharType.SYMBOL_STOP	14
だ	ダ	CharType.HIRAGANA	15
か	カ	CharType.HIRAGANA	16
ら	ラ+S	CharType.HIRAGANA	17
今	キョー	CharType.KANJI	19
日	---	CharType.KANJI	20
は	ワ+S	CharType.HIRAGANA	22
元	ゲン	CharType.KANJI	23
気	キ	CharType.KANJI	24
だ	ダ	CharType.HIRAGANA	25
ね	ネ	CharType.HIRAGANA	26
。	_	CharType.SYMBOL_STOP	27

来	ライ	CharType.KANJI	0
月	ゲツ	CharType.KANJI	1
の	ノ+S	CharType.HIRAGANA	2
予	ヨ	CharType.KANJI	3
定	テイ	CharType.KANJI	4
は	ワ	CharType.HIRAGANA	5
？	_	CharType.SYMBOL_STOP	6
ま	マ	CharType.HIRAGANA	7
だ	ダ+S	CharType.HIRAGANA	8
決	キ	CharType.KANJI	9
め	メ	CharType.HIRAGANA	10
て	テ	CharType.HIRAGANA	11
な	ナ	CharType.HIRAGANA	12
い	イ	CharType.HIRAGANA	13
ん	ン	CharType.HIRAGANA	14
だ	ダ	CharType.HIRAGANA	15
。	_	CharType.SYMBOL_STOP	16
ど	ド	CharType.HIRAGANA	17
こ	コ	CharType.HIRAGANA	18
か	カ+S	CharType.HIRAGANA	19
行	イ	CharType.KANJI	20
き	キ	CharType.HIRAGANA	21
た	タ	CharType.HIRAGANA	22
い	イ+S	CharType.HIRAGANA	23
と	ト	CharType.HIRAGANA	24
こ	コ+S	CharType.HIRAGANA	25
あ	ア	CharType.HIRAGANA	26
る	ル	CharType.HIRAGANA	27
？	_	CharType.SYMBOL_STOP	28

次	ツギ	CharType.KANJI	0
の	ノ+S	CharType.HIRAGANA	1
文	ブン	CharType.KANJI	2
章	ショー	CharType.KANJI	3
を	ヲ+S	CharType.HIRAGANA	4
読	ヨ	CharType.KANJI	5
ん	ン	CharType.HIRAGANA	6
で	デ+S	CharType.HIRAGANA	7
ア	ア	CharType.KATAKANA	8
ト	ト	CharType.KATAKANA	9
の	ノ+S	CharType.HIRAGANA	10
問	ト	CharType.KANJI	11
い	イ	CharType.HIRAGANA	12
に	ニ+S	CharType.HIRAGANA	13
答	コタ	CharType.KANJI	14
え	エ	CharType.HIRAGANA	15
な	ナ	CharType.HIRAGANA	16
さ	サ	CharType.HIRAGANA	17
い	イ	CharType.HIRAGANA	18
。	_	CharType.SYMBOL_STOP	19

毎	マイ	CharType.KANJI	0
日	ニチ+S	CharType.KANJI	1
健	ケン	CharType.KANJI	2
康	コー	CharType.KANJI	3
的	テキ	CharType.KANJI	4
な	ナ+S	CharType.HIRAGANA	5
食	ショク	CharType.KANJI	6
事	ジ	CharType.KANJI	7
を	ヲ+S	CharType.HIRAGANA	8
し	シ	CharType.HIRAGANA	9
な	ナ	CharType.HIRAGANA	10
さ	サ	CharType.HIRAGANA	11
い	イ	CharType.HIRAGANA	12
。	_	CharType.SYMBOL_STOP	13
そ	ソ	CharType.HIRAGANA	14
う	ー+S	CharType.HIRAGANA	15
す	ス	CharType.HIRAGANA	16
れ	レ	CharType.HIRAGANA	17
ば	バ	CharType.HIRAGANA	18
、	_	CharType.SYMBOL_PAUSE	19
体	カラダ	CharType.KANJI	20
が	ガ+S	CharType.HIRAGANA	21
丈	ジョー	CharType.KANJI	22
夫	ブ	CharType.KANJI	23
に	ニ+S	CharType.HIRAGANA	24
な	ナ	CharType.HIRAGANA	25
る	ル	CharType.HIRAGANA	26
だ	ダ	CharType.HIRAGANA	27
ろ	ロ	CharType.HIRAGANA	28
う	ー	CharType.HIRAGANA	29
。	_	CharType.SYMBOL_STOP	30

朝	チョー	CharType.KANJI	0
食	ショク	CharType.KANJI	1
を	ヲ+S	CharType.HIRAGANA	2
絶	ゼッ	CharType.KANJI	3
対	タイ	CharType.KANJI	4
に	ニ+S	CharType.HIRAGANA	5
抜	ヌ	CharType.KANJI	6
か	カ	CharType.HIRAGANA	7
な	ナ	CharType.HIRAGANA	8
い	イ	CharType.HIRAGANA	9
よ	ヨ	CharType.HIRAGANA	10
う	ー	CharType.HIRAGANA	11
に	ニ+S	CharType.HIRAGANA	12
し	シ	CharType.HIRAGANA	13
な	ナ	CharType.HIRAGANA	14
さ	サ	CharType.HIRAGANA	15
い	イ	CharType.HIRAGANA	16
。	_	CharType.SYMBOL_STOP	17
朝	チョー	CharType.KANJI	18
食	ショク	CharType.KANJI	19
は	ワ+S	CharType.HIRAGANA	20
一	1	CharType.JAPANESE_NUMERIC	21
日	ニチ	CharType.KANJI	22
の	ノ+S	CharType.HIRAGANA	23
活	カツ	CharType.KANJI	24
力	リョク	CharType.KANJI	25
に	ニ+S	CharType.HIRAGANA	26
な	ナ	CharType.HIRAGANA	27
る	ル	CharType.HIRAGANA	28
か	カ	CharType.HIRAGANA	29
ら	ラ	CharType.HIRAGANA	30
だ	ダ	CharType.HIRAGANA	31
。	_	CharType.SYMBOL_STOP	32

運	ウン	CharType.KANJI	0
動	ドー	CharType.KANJI	1
を	ヲ+S	CharType.HIRAGANA	2
習	シュー	CharType.KANJI	3
慣	カン	CharType.KANJI	4
に	ニ+S	CharType.HIRAGANA	5
し	シ	CharType.HIRAGANA	6
な	ナ	CharType.HIRAGANA	7
さ	サ	CharType.HIRAGANA	8
い	イ	CharType.HIRAGANA	9
。	_	CharType.SYMBOL_STOP	10
毎	マイ	CharType.KANJI	11
日	ニチ	CharType.KANJI	12
の	ノ+S	CharType.HIRAGANA	13
運	ウン	CharType.KANJI	14
動	ドー	CharType.KANJI	15
は	ワ+S	CharType.HIRAGANA	16
心	シン	CharType.KANJI	17
身	シン	CharType.KANJI	18
の	ノ+S	CharType.HIRAGANA	19
健	ケン	CharType.KANJI	20
康	コー	CharType.KANJI	21
に	ニ+S	CharType.HIRAGANA	22
欠	カ	CharType.KANJI	23
か	カ	CharType.HIRAGANA	24
せ	セ	CharType.HIRAGANA	25
な	ナ	CharType.HIRAGANA	26
い	イ+S	CharType.HIRAGANA	27
も	モ	CharType.HIRAGANA	28
の	ノ	CharType.HIRAGANA	29
だ	ダ	CharType.HIRAGANA	30
。	_	CharType.SYMBOL_STOP	31

十	ジュー	CharType.KANJI	0
分	ブン	CharType.KANJI	1
な	ナ+S	CharType.HIRAGANA	2
睡	スイ	CharType.KANJI	3
眠	ミン	CharType.KANJI	4
を	ヲ+S	CharType.HIRAGANA	5
取	ト	CharType.KANJI	6
る	ル	CharType.HIRAGANA	7
よ	ヨ	CharType.HIRAGANA	8
う	ー	CharType.HIRAGANA	9
に	ニ+S	CharType.HIRAGANA	10
し	シ	CharType.HIRAGANA	11
な	ナ	CharType.HIRAGANA	12
さ	サ	CharType.HIRAGANA	13
い	イ	CharType.HIRAGANA	14
。	_	CharType.SYMBOL_STOP	15
良	ヨ	CharType.KANJI	16
い	イ+S	CharType.HIRAGANA	17
睡	スイ	CharType.KANJI	18
眠	ミン	CharType.KANJI	19
は	ワ+S	CharType.HIRAGANA	20
明	アス	CharType.KANJI	22
日	---	CharType.KANJI	23
の	ノ+S	CharType.HIRAGANA	25
活	カツ	CharType.KANJI	26
力	リョク	CharType.KANJI	27
に	ニ+S	CharType.HIRAGANA	28
つ	ツ	CharType.HIRAGANA	29
な	ナ	CharType.HIRAGANA	30
が	ガ	CharType.HIRAGANA	31
る	ル	CharType.HIRAGANA	32
ぞ	ゾ	CharType.HIRAGANA	33
。	_	CharType.SYMBOL_STOP	34

水	ミズ	CharType.KANJI	0
を	ヲ+S	CharType.HIRAGANA	1
た	タ	CharType.HIRAGANA	2
く	ク	CharType.HIRAGANA	3
さ	サ	CharType.HIRAGANA	4
ん	ン+S	CharType.HIRAGANA	5
飲	ノ	CharType.KANJI	6
み	ミ	CharType.HIRAGANA	7
